X,CH1,CH2,Start,Increment
Sequence,Volt,Volt,7.42E-05,2.00E-09
1500,1.56E+01,2.00E-01,,
1501,1.56E+01,2.00E-01,,
1502,1.56E+01,2.00E-01,,
1503,1.58E+01,2.00E-01,,
1504,1.54E+01,2.00E-01,,
1505,1.56E+01,2.00E-01,,
1506,1.56E+01,-2.00E-01,,
1507,1.58E+01,2.00E-01,,
1508,1.56E+01,2.00E-01,,
1509,1.56E+01,2.00E-01,,
1510,1.56E+01,2.00E-01,,
1511,1.58E+01,2.00E-01,,
1512,1.54E+01,2.00E-01,,
1513,1.58E+01,2.00E-01,,
1514,1.56E+01,2.00E-01,,
1515,1.58E+01,2.00E-01,,
1516,1.54E+01,-2.00E-01,,
1517,1.56E+01,2.00E-01,,
1518,1.56E+01,2.00E-01,,
1519,1.56E+01,2.00E-01,,
1520,1.56E+01,-2.00E-01,,
1521,1.56E+01,2.00E-01,,
1522,1.56E+01,2.00E-01,,
1523,1.58E+01,2.00E-01,,
1524,1.56E+01,2.00E-01,,
1525,1.56E+01,-2.00E-01,,
1526,1.56E+01,2.00E-01,,
1527,1.54E+01,2.00E-01,,
1528,1.36E+01,-2.00E-01,,
1529,1.22E+01,-2.00E-01,,
1530,1.20E+01,-2.00E-01,,
1531,1.28E+01,2.00E-01,,
1532,1.32E+01,2.00E-01,,
1533,1.34E+01,2.00E-01,,
1534,1.36E+01,-4.00E-01,,
1535,1.32E+01,-4.00E-01,,
1536,1.20E+01,-2.00E-01,,
1537,1.18E+01,2.00E-01,,
1538,1.16E+01,4.00E-01,,
1539,1.18E+01,4.00E-01,,
1540,1.18E+01,2.00E-01,,
1541,1.16E+01,2.00E-01,,
1542,1.14E+01,2.00E-01,,
1543,1.08E+01,-2.00E-01,,
1544,1.00E+01,-2.00E-01,,
1545,1.02E+01,2.00E-01,,
1546,1.00E+01,2.00E-01,,
1547,1.00E+01,2.00E-01,,
1548,9.60E+00,2.00E-01,,
1549,9.40E+00,2.00E-01,,
1550,9.20E+00,2.00E-01,,
1551,9.00E+00,-2.00E-01,,
1552,8.60E+00,2.00E-01,,
1553,8.80E+00,2.00E-01,,
1554,8.60E+00,2.00E-01,,
1555,8.20E+00,2.00E-01,,
1556,7.80E+00,-2.00E-01,,
1557,7.80E+00,2.00E-01,,
1558,7.60E+00,2.00E-01,,
1559,7.40E+00,-2.00E-01,,
1560,7.20E+00,-2.00E-01,,
1561,7.20E+00,2.00E-01,,
1562,7.00E+00,2.00E-01,,
1563,7.00E+00,2.00E-01,,
1564,6.40E+00,2.00E-01,,
1565,6.60E+00,2.00E-01,,
1566,6.40E+00,2.00E-01,,
1567,6.40E+00,2.00E-01,,
1568,5.80E+00,2.00E-01,,
1569,6.20E+00,2.00E-01,,
1570,5.80E+00,2.00E-01,,
1571,5.60E+00,2.00E-01,,
1572,5.40E+00,-2.00E-01,,
1573,5.40E+00,2.00E-01,,
1574,5.20E+00,2.00E-01,,
1575,5.20E+00,-2.00E-01,,
1576,4.80E+00,2.00E-01,,
1577,4.80E+00,2.00E-01,,
1578,4.80E+00,-2.00E-01,,
1579,4.80E+00,2.00E-01,,
1580,4.40E+00,-2.00E-01,,
1581,4.60E+00,2.00E-01,,
1582,4.40E+00,2.00E-01,,
1583,4.40E+00,2.00E-01,,
1584,4.00E+00,2.00E-01,,
1585,4.20E+00,2.00E-01,,
1586,4.00E+00,2.00E-01,,
1587,4.00E+00,2.00E-01,,
1588,3.60E+00,-2.00E-01,,
1589,3.60E+00,2.00E-01,,
1590,3.40E+00,2.00E-01,,
1591,3.40E+00,2.00E-01,,
1592,3.00E+00,2.00E-01,,
1593,3.40E+00,2.00E-01,,
1594,3.20E+00,2.00E-01,,
1595,3.20E+00,2.00E-01,,
1596,2.80E+00,-2.00E-01,,
1597,3.00E+00,2.00E-01,,
1598,2.80E+00,2.00E-01,,
1599,2.80E+00,-2.00E-01,,
1600,2.40E+00,2.00E-01,,
1601,2.60E+00,-2.00E-01,,
1602,2.60E+00,2.00E-01,,
1603,2.60E+00,2.00E-01,,
1604,2.40E+00,-2.00E-01,,
1605,2.40E+00,2.00E-01,,
1606,2.40E+00,2.00E-01,,
1607,2.40E+00,-2.00E-01,,
1608,2.00E+00,-2.00E-01,,
1609,2.20E+00,2.00E-01,,
1610,2.20E+00,2.00E-01,,
1611,2.20E+00,2.00E-01,,
1612,1.80E+00,-2.00E-01,,
1613,2.00E+00,2.00E-01,,
1614,2.00E+00,-2.00E-01,,
1615,2.00E+00,-2.00E-01,,
1616,1.60E+00,2.00E-01,,
1617,1.80E+00,2.00E-01,,
1618,1.80E+00,2.00E-01,,
1619,1.80E+00,2.00E-01,,
1620,1.60E+00,-2.00E-01,,
1621,1.60E+00,2.00E-01,,
1622,1.60E+00,2.00E-01,,
1623,1.60E+00,-2.00E-01,,
1624,1.20E+00,-2.00E-01,,
1625,1.60E+00,2.00E-01,,
1626,1.20E+00,2.00E-01,,
1627,1.60E+00,-2.00E-01,,
1628,1.00E+00,-2.00E-01,,
1629,1.20E+00,2.00E-01,,
1630,1.20E+00,2.00E-01,,
1631,1.20E+00,1.00E+00,,
1632,1.00E+00,1.80E+00,,
1633,1.20E+00,2.40E+00,,
1634,1.00E+00,2.40E+00,,
1635,1.00E+00,2.40E+00,,
1636,8.00E-01,2.20E+00,,
1637,1.00E+00,2.00E+00,,
1638,1.20E+00,1.80E+00,,
1639,1.00E+00,2.00E+00,,
1640,6.00E-01,3.00E+00,,
1641,8.00E-01,3.40E+00,,
1642,8.00E-01,3.80E+00,,
1643,8.00E-01,4.00E+00,,
1644,6.00E-01,4.00E+00,,
1645,8.00E-01,4.00E+00,,
1646,8.00E-01,4.00E+00,,
1647,8.00E-01,4.20E+00,,
1648,6.00E-01,4.60E+00,,
1649,6.00E-01,5.00E+00,,
1650,8.00E-01,5.40E+00,,
1651,8.00E-01,5.60E+00,,
1652,6.00E-01,5.60E+00,,
1653,6.00E-01,5.60E+00,,
1654,6.00E-01,5.80E+00,,
1655,6.00E-01,5.80E+00,,
1656,4.00E-01,6.00E+00,,
1657,6.00E-01,6.40E+00,,
1658,6.00E-01,6.60E+00,,
1659,6.00E-01,6.80E+00,,
1660,4.00E-01,6.60E+00,,
1661,6.00E-01,6.80E+00,,
1662,6.00E-01,7.20E+00,,
1663,6.00E-01,7.20E+00,,
1664,4.00E-01,7.40E+00,,
1665,6.00E-01,7.60E+00,,
1666,4.00E-01,7.80E+00,,
1667,4.00E-01,7.80E+00,,
1668,4.00E-01,7.80E+00,,
1669,4.00E-01,8.20E+00,,
1670,4.00E-01,8.20E+00,,
1671,4.00E-01,8.40E+00,,
1672,2.00E-01,8.40E+00,,
1673,4.00E-01,8.60E+00,,
1674,4.00E-01,8.80E+00,,
1675,4.00E-01,8.80E+00,,
1676,2.00E-01,8.80E+00,,
1677,4.00E-01,9.00E+00,,
1678,4.00E-01,9.20E+00,,
1679,4.00E-01,9.20E+00,,
1680,2.00E-01,9.20E+00,,
1681,4.00E-01,9.40E+00,,
1682,4.00E-01,9.60E+00,,
1683,4.00E-01,9.60E+00,,
1684,2.00E-01,9.60E+00,,
1685,4.00E-01,9.80E+00,,
1686,2.00E-01,9.80E+00,,
1687,2.00E-01,9.80E+00,,
1688,-4.35E-05,9.80E+00,,
1689,4.00E-01,1.00E+01,,
1690,2.00E-01,1.02E+01,,
1691,2.00E-01,1.02E+01,,
1692,-4.35E-05,1.02E+01,,
1693,2.00E-01,1.04E+01,,
1694,2.00E-01,1.04E+01,,
1695,2.00E-01,1.04E+01,,
1696,-4.35E-05,1.04E+01,,
1697,2.00E-01,1.08E+01,,
1698,2.00E-01,1.10E+01,,
1699,2.00E-01,1.10E+01,,
1700,-4.35E-05,1.10E+01,,
1701,2.00E-01,1.12E+01,,
1702,2.00E-01,1.12E+01,,
1703,2.00E-01,1.10E+01,,
1704,-4.35E-05,1.12E+01,,
1705,2.00E-01,1.12E+01,,
1706,2.00E-01,1.14E+01,,
1707,2.00E-01,1.14E+01,,
1708,-4.35E-05,1.14E+01,,
1709,2.00E-01,1.16E+01,,
1710,2.00E-01,1.16E+01,,
1711,2.00E-01,1.16E+01,,
1712,-4.35E-05,1.16E+01,,
1713,2.00E-01,1.18E+01,,
1714,2.00E-01,1.18E+01,,
1715,2.00E-01,1.18E+01,,
1716,-4.35E-05,1.18E+01,,
1717,2.00E-01,1.20E+01,,
1718,2.00E-01,1.20E+01,,
1719,2.00E-01,1.18E+01,,
1720,-4.35E-05,1.20E+01,,
1721,2.00E-01,1.20E+01,,
1722,2.00E-01,1.22E+01,,
1723,2.00E-01,1.20E+01,,
1724,-4.35E-05,1.20E+01,,
1725,2.00E-01,1.22E+01,,
1726,-4.35E-05,1.22E+01,,
1727,2.00E-01,1.22E+01,,
1728,-4.35E-05,1.22E+01,,
1729,2.00E-01,1.24E+01,,
1730,-4.35E-05,1.24E+01,,
1731,2.00E-01,1.24E+01,,
1732,-2.00E-01,1.24E+01,,
1733,2.00E-01,1.26E+01,,
1734,-4.35E-05,1.26E+01,,
1735,-4.35E-05,1.24E+01,,
1736,-4.35E-05,1.24E+01,,
1737,-4.35E-05,1.26E+01,,
1738,-4.35E-05,1.26E+01,,
1739,-4.35E-05,1.26E+01,,
1740,-4.35E-05,1.26E+01,,
1741,-4.35E-05,1.28E+01,,
1742,2.00E-01,1.28E+01,,
1743,2.00E-01,1.28E+01,,
1744,-2.00E-01,1.28E+01,,
1745,-4.35E-05,1.28E+01,,
1746,-4.35E-05,1.30E+01,,
1747,2.00E-01,1.28E+01,,
1748,-2.00E-01,1.28E+01,,
1749,2.00E-01,1.30E+01,,
1750,-4.35E-05,1.30E+01,,
1751,2.00E-01,1.30E+01,,
1752,-2.00E-01,1.30E+01,,
1753,-4.35E-05,1.30E+01,,
1754,-4.35E-05,1.34E+01,,
1755,-4.35E-05,1.34E+01,,
1756,-2.00E-01,1.30E+01,,
1757,-4.35E-05,1.34E+01,,
1758,-4.35E-05,1.34E+01,,
1759,-4.35E-05,1.34E+01,,
1760,-2.00E-01,1.34E+01,,
1761,-4.35E-05,1.36E+01,,
1762,-4.35E-05,1.36E+01,,
1763,2.00E-01,1.36E+01,,
1764,-2.00E-01,1.34E+01,,
1765,-4.35E-05,1.36E+01,,
1766,2.00E-01,1.38E+01,,
1767,2.00E-01,1.36E+01,,
1768,-2.00E-01,1.36E+01,,
1769,-4.35E-05,1.38E+01,,
1770,-4.35E-05,1.38E+01,,
1771,-4.35E-05,1.36E+01,,
1772,-2.00E-01,1.38E+01,,
1773,-4.35E-05,1.38E+01,,
1774,-4.35E-05,1.40E+01,,
1775,-4.35E-05,1.38E+01,,
1776,-2.00E-01,1.38E+01,,
1777,-4.35E-05,1.40E+01,,
1778,-4.35E-05,1.40E+01,,
1779,2.00E-01,1.38E+01,,
1780,-2.00E-01,1.38E+01,,
1781,-4.35E-05,1.40E+01,,
1782,-4.35E-05,1.40E+01,,
1783,2.00E-01,1.40E+01,,
1784,-2.00E-01,1.40E+01,,
1785,-4.35E-05,1.40E+01,,
1786,-4.35E-05,1.42E+01,,
1787,2.00E-01,1.40E+01,,
1788,-4.35E-05,1.40E+01,,
1789,-4.35E-05,1.42E+01,,
1790,-4.35E-05,1.42E+01,,
1791,-4.35E-05,1.40E+01,,
1792,-4.35E-05,1.42E+01,,
1793,2.00E-01,1.42E+01,,
1794,-4.35E-05,1.42E+01,,
1795,-4.35E-05,1.42E+01,,
1796,-2.00E-01,1.42E+01,,
1797,-4.35E-05,1.44E+01,,
1798,2.00E-01,1.44E+01,,
1799,-4.35E-05,1.42E+01,,
1800,-2.00E-01,1.42E+01,,
1801,-4.35E-05,1.42E+01,,
1802,-4.35E-05,1.44E+01,,
1803,-4.35E-05,1.42E+01,,
1804,-2.00E-01,1.42E+01,,
1805,-4.35E-05,1.44E+01,,
1806,-4.35E-05,1.44E+01,,
1807,-4.35E-05,1.44E+01,,
1808,-2.00E-01,1.44E+01,,
1809,-4.35E-05,1.44E+01,,
1810,-4.35E-05,1.46E+01,,
1811,-4.35E-05,1.44E+01,,
1812,-4.35E-05,1.44E+01,,
1813,-4.35E-05,1.46E+01,,
1814,-4.35E-05,1.46E+01,,
1815,-4.35E-05,1.44E+01,,
1816,-2.00E-01,1.44E+01,,
1817,-4.35E-05,1.46E+01,,
1818,-4.35E-05,1.46E+01,,
1819,2.00E-01,1.46E+01,,
1820,-4.35E-05,1.44E+01,,
1821,-4.35E-05,1.46E+01,,
1822,-4.35E-05,1.48E+01,,
1823,-4.35E-05,1.44E+01,,
1824,-2.00E-01,1.46E+01,,
1825,-4.35E-05,1.46E+01,,
1826,-4.35E-05,1.48E+01,,
1827,2.00E-01,1.46E+01,,
1828,-2.00E-01,1.46E+01,,
1829,-4.35E-05,1.48E+01,,
1830,-4.35E-05,1.48E+01,,
1831,2.00E-01,1.46E+01,,
1832,-2.00E-01,1.46E+01,,
1833,-4.35E-05,1.48E+01,,
1834,-4.35E-05,1.48E+01,,
1835,-4.35E-05,1.46E+01,,
1836,-4.35E-05,1.46E+01,,
1837,-4.35E-05,1.48E+01,,
1838,-4.35E-05,1.48E+01,,
1839,-4.35E-05,1.48E+01,,
1840,-4.35E-05,1.46E+01,,
1841,2.00E-01,1.48E+01,,
1842,-4.35E-05,1.48E+01,,
1843,-4.35E-05,1.48E+01,,
1844,-2.00E-01,1.48E+01,,
1845,-4.35E-05,1.50E+01,,
1846,-4.35E-05,1.50E+01,,
1847,-4.35E-05,1.48E+01,,
1848,-2.00E-01,1.48E+01,,
1849,2.00E-01,1.48E+01,,
1850,-4.35E-05,1.50E+01,,
1851,2.00E-01,1.48E+01,,
1852,-4.35E-05,1.48E+01,,
1853,-4.35E-05,1.50E+01,,
1854,-4.35E-05,1.50E+01,,
1855,-4.35E-05,1.48E+01,,
1856,-2.00E-01,1.48E+01,,
1857,-4.35E-05,1.50E+01,,
1858,-4.35E-05,1.50E+01,,
1859,2.00E-01,1.50E+01,,
1860,-4.35E-05,1.50E+01,,
1861,-4.35E-05,1.50E+01,,
1862,-4.35E-05,1.50E+01,,
1863,-4.35E-05,1.50E+01,,
1864,-4.35E-05,1.48E+01,,
1865,2.00E-01,1.50E+01,,
1866,-4.35E-05,1.50E+01,,
1867,-4.35E-05,1.50E+01,,
1868,-2.00E-01,1.48E+01,,
1869,2.00E-01,1.50E+01,,
1870,2.00E-01,1.52E+01,,
1871,2.00E-01,1.50E+01,,
1872,-2.00E-01,1.50E+01,,
1873,-4.35E-05,1.50E+01,,
1874,-4.35E-05,1.52E+01,,
1875,-4.35E-05,1.50E+01,,
1876,-4.35E-05,1.50E+01,,
1877,-4.35E-05,1.50E+01,,
1878,-4.35E-05,1.52E+01,,
1879,-4.35E-05,1.50E+01,,
1880,-2.00E-01,1.50E+01,,
1881,2.00E-01,1.52E+01,,
1882,-4.35E-05,1.52E+01,,
1883,2.00E-01,1.50E+01,,
1884,-4.35E-05,1.50E+01,,
1885,-4.35E-05,1.52E+01,,
1886,-4.35E-05,1.52E+01,,
1887,-4.35E-05,1.50E+01,,
1888,-2.00E-01,1.50E+01,,
1889,2.00E-01,1.52E+01,,
1890,2.00E-01,1.52E+01,,
1891,-4.35E-05,1.52E+01,,
1892,-2.00E-01,1.50E+01,,
1893,-4.35E-05,1.52E+01,,
1894,2.00E-01,1.52E+01,,
1895,2.00E-01,1.50E+01,,
1896,-4.35E-05,1.52E+01,,
1897,-4.35E-05,1.52E+01,,
1898,-4.35E-05,1.52E+01,,
1899,2.00E-01,1.52E+01,,
1900,-4.35E-05,1.52E+01,,
1901,-4.35E-05,1.54E+01,,
1902,-4.35E-05,1.52E+01,,
1903,-4.35E-05,1.50E+01,,
1904,-2.00E-01,1.52E+01,,
1905,-4.35E-05,1.52E+01,,
1906,-4.35E-05,1.54E+01,,
1907,-4.35E-05,1.52E+01,,
1908,-4.35E-05,1.50E+01,,
1909,-4.35E-05,1.54E+01,,
1910,-4.35E-05,1.54E+01,,
1911,2.00E-01,1.52E+01,,
1912,-2.00E-01,1.52E+01,,
1913,-4.35E-05,1.52E+01,,
1914,2.00E-01,1.52E+01,,
1915,2.00E-01,1.52E+01,,
1916,-4.35E-05,1.52E+01,,
1917,-4.35E-05,1.54E+01,,
1918,-4.35E-05,1.54E+01,,
1919,2.00E-01,1.52E+01,,
1920,-2.00E-01,1.52E+01,,
1921,2.00E-01,1.52E+01,,
1922,-4.35E-05,1.54E+01,,
1923,2.00E-01,1.52E+01,,
1924,-4.35E-05,1.52E+01,,
1925,-4.35E-05,1.54E+01,,
1926,-4.35E-05,1.54E+01,,
1927,-4.35E-05,1.52E+01,,
1928,-4.35E-05,1.54E+01,,
1929,2.00E-01,1.54E+01,,
1930,-4.35E-05,1.54E+01,,
1931,2.00E-01,1.52E+01,,
1932,-2.00E-01,1.52E+01,,
1933,-4.35E-05,1.54E+01,,
1934,-4.35E-05,1.54E+01,,
1935,2.00E-01,1.52E+01,,
1936,-2.00E-01,1.52E+01,,
1937,2.00E-01,1.54E+01,,
1938,-4.35E-05,1.54E+01,,
1939,2.00E-01,1.52E+01,,
1940,-4.35E-05,1.52E+01,,
1941,-4.35E-05,1.54E+01,,
1942,-4.35E-05,1.54E+01,,
1943,2.00E-01,1.52E+01,,
1944,-2.00E-01,1.52E+01,,
1945,-4.35E-05,1.54E+01,,
1946,-4.35E-05,1.54E+01,,
1947,2.00E-01,1.54E+01,,
1948,-4.35E-05,1.52E+01,,
1949,-4.35E-05,1.54E+01,,
1950,2.00E-01,1.54E+01,,
1951,-4.35E-05,1.52E+01,,
1952,-2.00E-01,1.52E+01,,
1953,-4.35E-05,1.54E+01,,
1954,-4.35E-05,1.54E+01,,
1955,2.00E-01,1.54E+01,,
1956,-4.35E-05,1.52E+01,,
1957,-4.35E-05,1.54E+01,,
1958,2.00E-01,1.54E+01,,
1959,2.00E-01,1.52E+01,,
1960,-2.00E-01,1.54E+01,,
1961,2.00E-01,1.54E+01,,
1962,-4.35E-05,1.54E+01,,
1963,2.00E-01,1.54E+01,,
1964,-4.35E-05,1.54E+01,,
1965,-4.35E-05,1.56E+01,,
1966,-4.35E-05,1.54E+01,,
1967,2.00E-01,1.52E+01,,
1968,-4.35E-05,1.54E+01,,
1969,2.00E-01,1.54E+01,,
1970,-4.35E-05,1.54E+01,,
1971,-4.35E-05,1.54E+01,,
1972,-4.35E-05,1.54E+01,,
1973,2.00E-01,1.56E+01,,
1974,2.00E-01,1.54E+01,,
1975,2.00E-01,1.52E+01,,
1976,-2.00E-01,1.54E+01,,
1977,-4.35E-05,1.54E+01,,
1978,-4.35E-05,1.54E+01,,
1979,-4.35E-05,1.54E+01,,
1980,-4.35E-05,1.52E+01,,
1981,2.00E-01,1.54E+01,,
1982,2.00E-01,1.56E+01,,
1983,2.00E-01,1.54E+01,,
1984,-2.00E-01,1.54E+01,,
1985,-4.35E-05,1.54E+01,,
1986,2.00E-01,1.54E+01,,
1987,2.00E-01,1.54E+01,,
1988,-4.35E-05,1.52E+01,,
1989,-4.35E-05,1.56E+01,,
1990,2.00E-01,1.56E+01,,
1991,2.00E-01,1.52E+01,,
1992,-2.00E-01,1.54E+01,,
1993,2.00E-01,1.54E+01,,
1994,-4.35E-05,1.56E+01,,
1995,2.00E-01,1.54E+01,,
1996,-4.35E-05,1.54E+01,,
1997,-4.35E-05,1.56E+01,,
1998,2.00E-01,1.54E+01,,
1999,-4.35E-05,1.54E+01,,
2000,-4.35E-05,1.54E+01,,
2001,2.00E-01,1.54E+01,,
2002,-4.35E-05,1.56E+01,,
2003,2.00E-01,1.54E+01,,
2004,-2.00E-01,1.54E+01,,
2005,2.00E-01,1.56E+01,,
2006,-4.35E-05,1.56E+01,,
2007,2.00E-01,1.52E+01,,
2008,-4.35E-05,1.54E+01,,
2009,-4.35E-05,1.54E+01,,
2010,2.00E-01,1.56E+01,,
2011,2.00E-01,1.54E+01,,
2012,-4.35E-05,1.54E+01,,
2013,-4.35E-05,1.54E+01,,
2014,-4.35E-05,1.56E+01,,
2015,2.00E-01,1.54E+01,,
2016,-4.35E-05,1.54E+01,,
2017,2.00E-01,1.54E+01,,
2018,-4.35E-05,1.54E+01,,
2019,-4.35E-05,1.54E+01,,
2020,-4.35E-05,1.54E+01,,
2021,2.00E-01,1.56E+01,,
2022,2.00E-01,1.56E+01,,
2023,-4.35E-05,1.54E+01,,
2024,-2.00E-01,1.54E+01,,
2025,2.00E-01,1.56E+01,,
2026,2.00E-01,1.56E+01,,
2027,2.00E-01,1.54E+01,,
2028,-4.35E-05,1.54E+01,,
2029,2.00E-01,1.56E+01,,
2030,2.00E-01,1.56E+01,,
2031,-4.35E-05,1.54E+01,,
2032,-2.00E-01,1.54E+01,,
2033,-4.35E-05,1.54E+01,,
2034,-4.35E-05,1.56E+01,,
2035,-4.35E-05,1.54E+01,,
2036,-4.35E-05,1.54E+01,,
2037,-4.35E-05,1.56E+01,,
2038,-4.35E-05,1.56E+01,,
2039,-4.35E-05,1.54E+01,,
2040,-4.35E-05,1.54E+01,,
2041,-4.35E-05,1.56E+01,,
2042,2.00E-01,1.56E+01,,
2043,2.00E-01,1.54E+01,,
2044,-4.35E-05,1.54E+01,,
2045,-4.35E-05,1.56E+01,,
2046,-4.35E-05,1.56E+01,,
2047,-4.35E-05,1.54E+01,,
2048,-2.00E-01,1.54E+01,,
2049,2.00E-01,1.56E+01,,
2050,2.00E-01,1.54E+01,,
2051,2.00E-01,1.54E+01,,
2052,-4.35E-05,1.54E+01,,
2053,-4.35E-05,1.56E+01,,
2054,2.00E-01,1.56E+01,,
2055,2.00E-01,1.54E+01,,
2056,-4.35E-05,1.54E+01,,
2057,-4.35E-05,1.56E+01,,
2058,-4.35E-05,1.56E+01,,
2059,2.00E-01,1.54E+01,,
2060,-4.35E-05,1.54E+01,,
2061,-4.35E-05,1.56E+01,,
2062,2.00E-01,1.56E+01,,
2063,2.00E-01,1.54E+01,,
2064,-4.35E-05,1.54E+01,,
2065,2.00E-01,1.54E+01,,
2066,2.00E-01,1.56E+01,,
2067,-4.35E-05,1.54E+01,,
2068,-4.35E-05,1.54E+01,,
2069,2.00E-01,1.56E+01,,
2070,-4.35E-05,1.56E+01,,
2071,2.00E-01,1.54E+01,,
2072,-2.00E-01,1.54E+01,,
2073,2.00E-01,1.54E+01,,
2074,-4.35E-05,1.56E+01,,
2075,2.00E-01,1.54E+01,,
2076,-4.35E-05,1.54E+01,,
2077,-4.35E-05,1.56E+01,,
2078,-4.35E-05,1.56E+01,,
2079,2.00E-01,1.54E+01,,
2080,-4.35E-05,1.54E+01,,
2081,-4.35E-05,1.56E+01,,
2082,-4.35E-05,1.56E+01,,
2083,2.00E-01,1.54E+01,,
2084,-4.35E-05,1.54E+01,,
2085,2.00E-01,1.56E+01,,
2086,2.00E-01,1.56E+01,,
2087,2.00E-01,1.54E+01,,
2088,-2.00E-01,1.54E+01,,
2089,2.00E-01,1.56E+01,,
2090,2.00E-01,1.56E+01,,
2091,-4.35E-05,1.54E+01,,
2092,-2.00E-01,1.54E+01,,
2093,-4.35E-05,1.56E+01,,
2094,-4.35E-05,1.56E+01,,
2095,-4.35E-05,1.54E+01,,
2096,-2.00E-01,1.54E+01,,
2097,-4.35E-05,1.56E+01,,
2098,-4.35E-05,1.56E+01,,
2099,2.00E-01,1.54E+01,,
2100,-4.35E-05,1.54E+01,,
2101,-4.35E-05,1.56E+01,,
2102,-4.35E-05,1.56E+01,,
2103,-4.35E-05,1.54E+01,,
2104,-4.35E-05,1.54E+01,,
2105,-4.35E-05,1.56E+01,,
2106,-4.35E-05,1.56E+01,,
2107,-4.35E-05,1.54E+01,,
2108,-4.35E-05,1.54E+01,,
2109,-4.35E-05,1.56E+01,,
2110,-4.35E-05,1.56E+01,,
2111,-4.35E-05,1.54E+01,,
2112,-2.00E-01,1.54E+01,,
2113,2.00E-01,1.56E+01,,
2114,2.00E-01,1.56E+01,,
2115,2.00E-01,1.54E+01,,
2116,-2.00E-01,1.54E+01,,
2117,2.00E-01,1.56E+01,,
2118,2.00E-01,1.56E+01,,
2119,2.00E-01,1.54E+01,,
2120,-4.35E-05,1.54E+01,,
2121,-4.35E-05,1.54E+01,,
2122,-4.35E-05,1.56E+01,,
2123,2.00E-01,1.54E+01,,
2124,-4.35E-05,1.54E+01,,
2125,-4.35E-05,1.56E+01,,
2126,-4.35E-05,1.56E+01,,
2127,-4.35E-05,1.54E+01,,
2128,-4.35E-05,1.54E+01,,
2129,2.00E-01,1.54E+01,,
2130,-4.35E-05,1.56E+01,,
2131,2.00E-01,1.54E+01,,
2132,-4.35E-05,1.54E+01,,
2133,-4.35E-05,1.56E+01,,
2134,2.00E-01,1.56E+01,,
2135,2.00E-01,1.54E+01,,
2136,-4.35E-05,1.54E+01,,
2137,2.00E-01,1.56E+01,,
2138,-4.35E-05,1.56E+01,,
2139,2.00E-01,1.54E+01,,
2140,-4.35E-05,1.54E+01,,
2141,2.00E-01,1.56E+01,,
2142,2.00E-01,1.56E+01,,
2143,2.00E-01,1.54E+01,,
2144,-4.35E-05,1.54E+01,,
2145,-4.35E-05,1.56E+01,,
2146,-4.35E-05,1.56E+01,,
2147,2.00E-01,1.54E+01,,
2148,-4.35E-05,1.54E+01,,
2149,-4.35E-05,1.56E+01,,
2150,-4.35E-05,1.56E+01,,
2151,2.00E-01,1.54E+01,,
2152,-4.35E-05,1.54E+01,,
2153,2.00E-01,1.56E+01,,
2154,2.00E-01,1.56E+01,,
2155,2.00E-01,1.54E+01,,
2156,-4.35E-05,1.54E+01,,
2157,2.00E-01,1.56E+01,,
2158,2.00E-01,1.56E+01,,
2159,2.00E-01,1.54E+01,,
2160,-2.00E-01,1.54E+01,,
2161,-4.35E-05,1.56E+01,,
2162,-4.35E-05,1.56E+01,,
2163,2.00E-01,1.54E+01,,
2164,-4.35E-05,1.54E+01,,
2165,-4.35E-05,1.56E+01,,
2166,-4.35E-05,1.56E+01,,
2167,2.00E-01,1.54E+01,,
2168,-4.35E-05,1.54E+01,,
2169,-4.35E-05,1.56E+01,,
2170,-4.35E-05,1.56E+01,,
2171,-4.35E-05,1.54E+01,,
2172,-4.35E-05,1.54E+01,,
2173,-4.35E-05,1.56E+01,,
2174,2.00E-01,1.56E+01,,
2175,2.00E-01,1.54E+01,,
2176,-2.00E-01,1.54E+01,,
2177,2.00E-01,1.56E+01,,
2178,-4.35E-05,1.56E+01,,
2179,2.00E-01,1.54E+01,,
2180,-2.00E-01,1.54E+01,,
2181,-4.35E-05,1.56E+01,,
2182,2.00E-01,1.56E+01,,
2183,2.00E-01,1.54E+01,,
2184,-4.35E-05,1.54E+01,,
2185,2.00E-01,1.56E+01,,
2186,-4.35E-05,1.56E+01,,
2187,2.00E-01,1.54E+01,,
2188,-4.35E-05,1.54E+01,,
2189,-4.35E-05,1.56E+01,,
2190,2.00E-01,1.56E+01,,
2191,2.00E-01,1.54E+01,,
2192,-4.35E-05,1.54E+01,,
2193,2.00E-01,1.56E+01,,
2194,-4.35E-05,1.56E+01,,
2195,2.00E-01,1.54E+01,,
2196,-4.35E-05,1.54E+01,,
2197,-4.35E-05,1.56E+01,,
2198,2.00E-01,1.56E+01,,
2199,2.00E-01,1.54E+01,,
2200,-2.00E-01,1.54E+01,,
2201,-4.35E-05,1.56E+01,,
2202,-4.35E-05,1.56E+01,,
2203,2.00E-01,1.56E+01,,
2204,-4.35E-05,1.54E+01,,
2205,-4.35E-05,1.56E+01,,
2206,2.00E-01,1.56E+01,,
2207,2.00E-01,1.54E+01,,
2208,-4.35E-05,1.54E+01,,
2209,2.00E-01,1.56E+01,,
2210,-4.35E-05,1.56E+01,,
2211,2.00E-01,1.54E+01,,
2212,-4.35E-05,1.54E+01,,
2213,-4.35E-05,1.56E+01,,
