X,CH1,CH2,CH3,Start,Increment
78,1.76E+00,1.84E+01,1.81E+01,,
79,1.72E+00,1.86E+01,1.82E+01,,
80,1.76E+00,1.85E+01,1.82E+01,,
81,1.72E+00,1.84E+01,1.81E+01,,
82,1.76E+00,1.84E+01,1.82E+01,,
83,1.72E+00,1.85E+01,1.81E+01,,
84,1.76E+00,1.85E+01,1.82E+01,,
85,1.72E+00,1.84E+01,1.81E+01,,
86,1.76E+00,1.85E+01,1.82E+01,,
87,1.72E+00,1.83E+01,1.81E+01,,
88,1.76E+00,1.84E+01,1.82E+01,,
89,1.74E+00,1.83E+01,1.80E+01,,
90,1.76E+00,1.83E+01,1.80E+01,,
91,1.72E+00,1.84E+01,1.82E+01,,
92,1.76E+00,1.83E+01,1.80E+01,,
93,1.72E+00,1.84E+01,1.81E+01,,
94,1.76E+00,1.83E+01,1.81E+01,,
95,1.72E+00,1.84E+01,1.80E+01,,
96,1.76E+00,1.83E+01,1.81E+01,,
97,1.72E+00,1.84E+01,1.79E+01,,
98,1.08E+00,2.04E+01,2.01E+01,,
99,2.16E+00,1.53E+01,1.50E+01,,
100,1.62E+00,1.89E+01,1.92E+01,,
101,1.82E+00,1.79E+01,1.78E+01,,
102,1.72E+00,1.86E+01,1.86E+01,,
103,1.78E+00,1.82E+01,1.83E+01,,
104,1.80E+00,1.83E+01,1.85E+01,,
105,1.72E+00,1.81E+01,1.83E+01,,
106,1.74E+00,1.81E+01,1.84E+01,,
107,1.78E+00,1.83E+01,1.83E+01,,
108,1.76E+00,1.82E+01,1.84E+01,,
109,1.72E+00,1.81E+01,1.85E+01,,
110,1.76E+00,1.81E+01,1.84E+01,,
111,1.72E+00,1.82E+01,1.85E+01,,
112,1.76E+00,1.82E+01,1.84E+01,,
113,1.72E+00,1.80E+01,1.86E+01,,
114,8.20E-01,2.04E+01,1.50E+01,,
115,2.40E+00,1.53E+01,2.01E+01,,
116,2.12E+00,2.04E+01,1.54E+01,,
117,1.50E+00,1.53E+01,2.01E+01,,
118,1.68E+00,1.78E+01,1.83E+01,,
119,1.80E+00,1.87E+01,1.93E+01,,
120,1.68E+00,1.75E+01,1.61E+01,,
121,1.82E+00,1.88E+01,2.01E+01,,
122,1.74E+00,1.87E+01,1.78E+01,,
123,1.78E+00,1.81E+01,1.87E+01,,
124,1.80E+00,1.82E+01,1.83E+01,,
125,1.74E+00,1.84E+01,1.84E+01,,
126,1.76E+00,1.83E+01,1.83E+01,,
127,1.72E+00,1.85E+01,1.85E+01,,
128,1.76E+00,1.84E+01,1.84E+01,,
129,1.72E+00,1.86E+01,1.85E+01,,
130,1.76E+00,1.85E+01,1.86E+01,,
131,1.72E+00,1.86E+01,1.85E+01,,
132,1.76E+00,1.86E+01,1.86E+01,,
133,1.72E+00,1.87E+01,1.85E+01,,
134,1.76E+00,1.86E+01,1.85E+01,,
135,1.72E+00,1.87E+01,1.84E+01,,
136,1.68E+00,1.72E+01,1.86E+01,,
137,1.82E+00,1.88E+01,1.74E+01,,
138,1.84E+00,1.95E+01,1.78E+01,,
139,1.72E+00,1.82E+01,1.89E+01,,
140,1.74E+00,1.87E+01,1.80E+01,,
141,1.78E+00,1.85E+01,1.82E+01,,
142,1.74E+00,1.85E+01,1.81E+01,,
143,1.76E+00,1.87E+01,1.83E+01,,
144,1.76E+00,1.87E+01,1.81E+01,,
145,1.72E+00,1.85E+01,1.84E+01,,
146,1.76E+00,1.85E+01,1.83E+01,,
147,1.72E+00,1.87E+01,1.84E+01,,
148,1.74E+00,1.86E+01,1.84E+01,,
149,1.76E+00,1.87E+01,1.82E+01,,
150,1.76E+00,1.87E+01,1.83E+01,,
151,1.72E+00,1.85E+01,1.82E+01,,
152,1.76E+00,1.86E+01,1.83E+01,,
153,1.74E+00,1.85E+01,1.82E+01,,
154,1.74E+00,1.85E+01,1.82E+01,,
155,1.80E+00,1.86E+01,1.82E+01,,
156,1.80E+00,1.86E+01,1.82E+01,,
157,1.72E+00,1.85E+01,1.83E+01,,
158,1.76E+00,1.85E+01,1.82E+01,,
159,1.72E+00,1.86E+01,1.83E+01,,
160,1.76E+00,1.86E+01,1.82E+01,,
161,1.72E+00,1.85E+01,1.81E+01,,
162,1.74E+00,1.86E+01,1.82E+01,,
163,1.76E+00,1.84E+01,1.81E+01,,
164,1.76E+00,1.84E+01,1.82E+01,,
165,1.72E+00,1.85E+01,1.81E+01,,
166,1.76E+00,1.85E+01,1.82E+01,,
167,1.72E+00,1.84E+01,1.81E+01,,
168,1.76E+00,1.85E+01,1.81E+01,,
169,1.72E+00,1.83E+01,1.82E+01,,
170,1.76E+00,1.85E+01,1.82E+01,,
171,1.72E+00,1.83E+01,1.80E+01,,
172,1.76E+00,1.85E+01,1.82E+01,,
173,1.72E+00,1.83E+01,1.80E+01,,
174,1.76E+00,1.84E+01,1.81E+01,,
175,1.72E+00,1.83E+01,1.80E+01,,
176,1.76E+00,1.84E+01,1.81E+01,,
177,1.72E+00,1.83E+01,1.80E+01,,
178,1.76E+00,1.84E+01,1.81E+01,,
179,1.72E+00,1.83E+01,1.80E+01,,
180,1.14E+00,1.53E+01,2.01E+01,,
181,2.18E+00,2.04E+01,1.50E+01,,
182,1.62E+00,1.88E+01,1.93E+01,,
183,1.80E+00,1.79E+01,1.79E+01,,
184,1.80E+00,1.86E+01,1.87E+01,,
185,1.72E+00,1.81E+01,1.83E+01,,
186,1.74E+00,1.84E+01,1.83E+01,,
187,1.76E+00,1.82E+01,1.85E+01,,
188,1.76E+00,1.83E+01,1.84E+01,,
189,1.72E+00,1.82E+01,1.83E+01,,
190,1.76E+00,1.83E+01,1.84E+01,,
191,1.72E+00,1.81E+01,1.85E+01,,
192,1.76E+00,1.82E+01,1.84E+01,,
193,1.72E+00,1.81E+01,1.85E+01,,
194,1.76E+00,1.82E+01,1.85E+01,,
195,1.72E+00,1.81E+01,1.87E+01,,
196,2.40E+00,2.04E+01,1.50E+01,,
197,8.20E-01,1.53E+01,2.01E+01,,
198,2.16E+00,2.04E+01,2.01E+01,,
199,1.50E+00,1.53E+01,1.58E+01,,
200,1.68E+00,1.76E+01,1.81E+01,,
201,1.80E+00,1.87E+01,1.94E+01,,
202,1.72E+00,1.75E+01,1.61E+01,,
203,1.82E+00,1.89E+01,2.01E+01,,
204,1.74E+00,1.86E+01,1.78E+01,,
205,1.80E+00,1.81E+01,1.87E+01,,
206,1.76E+00,1.82E+01,1.83E+01,,
207,1.72E+00,1.84E+01,1.84E+01,,
208,1.80E+00,1.82E+01,1.83E+01,,
209,1.72E+00,1.85E+01,1.85E+01,,
210,1.76E+00,1.84E+01,1.84E+01,,
211,1.74E+00,1.86E+01,1.86E+01,,
212,1.74E+00,1.84E+01,1.85E+01,,
213,1.76E+00,1.87E+01,1.86E+01,,
214,1.76E+00,1.85E+01,1.86E+01,,
215,1.72E+00,1.87E+01,1.84E+01,,
216,1.76E+00,1.86E+01,1.84E+01,,
217,1.72E+00,1.87E+01,1.85E+01,,
218,1.70E+00,1.88E+01,1.87E+01,,
219,1.82E+00,1.73E+01,1.74E+01,,
220,1.84E+00,1.95E+01,1.78E+01,,
221,1.72E+00,1.82E+01,1.90E+01,,
222,1.78E+00,1.87E+01,1.83E+01,,
223,1.74E+00,1.85E+01,1.81E+01,,
224,1.74E+00,1.85E+01,1.81E+01,,
225,1.80E+00,1.87E+01,1.83E+01,,
226,1.72E+00,1.87E+01,1.82E+01,,
227,1.80E+00,1.86E+01,1.83E+01,,
228,1.76E+00,1.86E+01,1.83E+01,,
229,1.74E+00,1.87E+01,1.84E+01,,
230,1.76E+00,1.87E+01,1.82E+01,,
231,1.74E+00,1.85E+01,1.84E+01,,
232,1.74E+00,1.87E+01,1.84E+01,,
233,1.76E+00,1.85E+01,1.82E+01,,
234,1.74E+00,1.85E+01,1.83E+01,,
235,1.78E+00,1.86E+01,1.82E+01,,
236,1.76E+00,1.85E+01,1.82E+01,,
237,1.74E+00,1.86E+01,1.83E+01,,
238,1.76E+00,1.86E+01,1.83E+01,,
239,1.72E+00,1.85E+01,1.82E+01,,
240,1.74E+00,1.85E+01,1.82E+01,,
241,1.76E+00,1.86E+01,1.83E+01,,
242,1.78E+00,1.84E+01,1.82E+01,,
243,1.72E+00,1.86E+01,1.82E+01,,
244,1.76E+00,1.84E+01,1.82E+01,,
245,1.72E+00,1.86E+01,1.81E+01,,
246,1.76E+00,1.85E+01,1.83E+01,,
247,1.72E+00,1.84E+01,1.80E+01,,
248,1.76E+00,1.84E+01,1.82E+01,,
249,1.72E+00,1.85E+01,1.80E+01,,
250,1.72E+00,1.84E+01,1.82E+01,,
251,1.78E+00,1.85E+01,1.81E+01,,
252,1.76E+00,1.85E+01,1.80E+01,,
253,1.72E+00,1.84E+01,1.82E+01,,
254,1.76E+00,1.83E+01,1.82E+01,,
255,1.72E+00,1.84E+01,1.80E+01,,
256,1.72E+00,1.83E+01,1.80E+01,,
257,1.78E+00,1.85E+01,1.81E+01,,
258,1.76E+00,1.84E+01,1.82E+01,,
259,1.72E+00,1.83E+01,1.80E+01,,
260,1.76E+00,1.84E+01,1.80E+01,,
261,1.72E+00,1.83E+01,1.82E+01,,
262,1.14E+00,2.04E+01,2.01E+01,,
263,2.16E+00,1.53E+01,1.50E+01,,
264,1.60E+00,1.78E+01,1.93E+01,,
265,1.82E+00,1.89E+01,1.78E+01,,
266,1.72E+00,1.86E+01,1.86E+01,,
267,1.78E+00,1.82E+01,1.83E+01,,
268,1.76E+00,1.81E+01,1.85E+01,,
269,1.72E+00,1.84E+01,1.83E+01,,
270,1.76E+00,1.83E+01,1.83E+01,,
271,1.72E+00,1.82E+01,1.85E+01,,
272,1.76E+00,1.81E+01,1.84E+01,,
273,1.72E+00,1.83E+01,1.85E+01,,
274,1.72E+00,1.83E+01,1.84E+01,,
275,1.78E+00,1.81E+01,1.85E+01,,
276,1.76E+00,1.82E+01,1.84E+01,,
277,1.74E+00,1.81E+01,1.86E+01,,
278,2.34E+00,2.04E+01,1.50E+01,,
279,8.20E-01,1.53E+01,2.01E+01,,
280,2.38E+00,2.04E+01,2.01E+01,,
281,1.54E+00,1.54E+01,1.56E+01,,
282,1.66E+00,1.76E+01,1.81E+01,,
283,1.82E+00,1.87E+01,1.93E+01,,
284,1.72E+00,1.75E+01,1.60E+01,,
285,1.82E+00,1.88E+01,2.01E+01,,
286,1.74E+00,1.86E+01,1.88E+01,,
287,1.78E+00,1.81E+01,1.78E+01,,
288,1.74E+00,1.84E+01,1.82E+01,,
289,1.80E+00,1.82E+01,1.84E+01,,
290,1.78E+00,1.83E+01,1.83E+01,,
291,1.72E+00,1.85E+01,1.85E+01,,
292,1.78E+00,1.84E+01,1.84E+01,,
293,1.72E+00,1.86E+01,1.86E+01,,
294,1.78E+00,1.85E+01,1.85E+01,,
295,1.72E+00,1.87E+01,1.86E+01,,
296,1.76E+00,1.86E+01,1.86E+01,,
297,1.72E+00,1.87E+01,1.84E+01,,
298,1.74E+00,1.86E+01,1.86E+01,,
299,1.80E+00,1.87E+01,1.84E+01,,
300,1.68E+00,1.88E+01,1.88E+01,,
301,1.82E+00,1.74E+01,1.74E+01,,
302,1.84E+00,1.82E+01,1.77E+01,,
303,1.72E+00,1.94E+01,1.90E+01,,
304,1.74E+00,1.87E+01,1.83E+01,,
305,1.80E+00,1.85E+01,1.81E+01,,
306,1.74E+00,1.86E+01,1.81E+01,,
307,1.80E+00,1.85E+01,1.82E+01,,
308,1.74E+00,1.86E+01,1.82E+01,,
309,1.80E+00,1.87E+01,1.83E+01,,
310,1.74E+00,1.87E+01,1.83E+01,,
311,1.78E+00,1.86E+01,1.84E+01,,
312,1.74E+00,1.87E+01,1.84E+01,,
313,1.80E+00,1.86E+01,1.83E+01,,
314,1.74E+00,1.87E+01,1.84E+01,,
315,1.80E+00,1.85E+01,1.82E+01,,
316,1.80E+00,1.86E+01,1.82E+01,,
317,1.74E+00,1.85E+01,1.83E+01,,
318,1.74E+00,1.86E+01,1.82E+01,,
319,1.80E+00,1.85E+01,1.83E+01,,
320,1.74E+00,1.85E+01,1.82E+01,,
321,1.80E+00,1.86E+01,1.83E+01,,
322,1.74E+00,1.87E+01,1.83E+01,,
323,1.80E+00,1.84E+01,1.82E+01,,
324,1.74E+00,1.86E+01,1.83E+01,,
325,1.80E+00,1.85E+01,1.81E+01,,
326,1.76E+00,1.86E+01,1.83E+01,,
327,1.74E+00,1.84E+01,1.81E+01,,
328,1.74E+00,1.85E+01,1.82E+01,,
329,1.80E+00,1.84E+01,1.81E+01,,
330,1.74E+00,1.85E+01,1.80E+01,,
331,1.80E+00,1.84E+01,1.82E+01,,
332,1.74E+00,1.85E+01,1.82E+01,,
333,1.78E+00,1.84E+01,1.81E+01,,
334,1.74E+00,1.85E+01,1.82E+01,,
335,1.78E+00,1.83E+01,1.81E+01,,
336,1.78E+00,1.85E+01,1.80E+01,,
337,1.72E+00,1.83E+01,1.82E+01,,
338,1.74E+00,1.84E+01,1.82E+01,,
339,1.78E+00,1.83E+01,1.80E+01,,
340,1.74E+00,1.83E+01,1.80E+01,,
341,1.80E+00,1.84E+01,1.81E+01,,
342,1.74E+00,1.83E+01,1.81E+01,,
343,1.78E+00,1.84E+01,1.80E+01,,
344,1.14E+00,1.53E+01,2.01E+01,,
345,2.20E+00,2.04E+01,1.50E+01,,
346,1.60E+00,1.76E+01,1.78E+01,,
347,1.82E+00,1.88E+01,1.93E+01,,
348,1.74E+00,1.86E+01,1.87E+01,,
349,1.80E+00,1.82E+01,1.83E+01,,
350,1.74E+00,1.84E+01,1.85E+01,,
351,1.80E+00,1.82E+01,1.83E+01,,
352,1.74E+00,1.83E+01,1.84E+01,,
353,1.80E+00,1.82E+01,1.83E+01,,
354,1.74E+00,1.83E+01,1.84E+01,,
355,1.80E+00,1.82E+01,1.85E+01,,
356,1.76E+00,1.81E+01,1.84E+01,,
357,1.74E+00,1.83E+01,1.86E+01,,
358,1.74E+00,1.81E+01,1.86E+01,,
359,1.76E+00,1.82E+01,1.85E+01,,
360,2.32E+00,2.04E+01,1.50E+01,,
361,8.20E-01,1.53E+01,2.01E+01,,
362,2.36E+00,2.04E+01,2.01E+01,,
363,1.56E+00,1.55E+01,1.55E+01,,
364,1.68E+00,1.77E+01,1.80E+01,,
365,1.82E+00,1.86E+01,1.94E+01,,
366,1.72E+00,1.75E+01,1.61E+01,,
367,1.82E+00,1.89E+01,2.01E+01,,
368,1.80E+00,1.89E+01,1.90E+01,,
369,1.74E+00,1.81E+01,1.78E+01,,
370,1.80E+00,1.82E+01,1.83E+01,,
371,1.74E+00,1.84E+01,1.84E+01,,
372,1.74E+00,1.83E+01,1.83E+01,,
373,1.80E+00,1.85E+01,1.85E+01,,
374,1.74E+00,1.84E+01,1.84E+01,,
375,1.78E+00,1.86E+01,1.86E+01,,
376,1.74E+00,1.85E+01,1.86E+01,,
377,1.78E+00,1.87E+01,1.85E+01,,
378,1.74E+00,1.86E+01,1.86E+01,,
379,1.80E+00,1.87E+01,1.85E+01,,
380,1.74E+00,1.86E+01,1.85E+01,,
381,1.80E+00,1.87E+01,1.84E+01,,
382,1.80E+00,1.88E+01,1.85E+01,,
383,1.68E+00,1.72E+01,1.74E+01,,
384,1.84E+00,1.80E+01,1.77E+01,,
385,1.72E+00,1.94E+01,1.89E+01,,
386,1.80E+00,1.88E+01,1.83E+01,,
387,1.74E+00,1.85E+01,1.80E+01,,
388,1.74E+00,1.86E+01,1.82E+01,,
389,1.80E+00,1.87E+01,1.81E+01,,
390,1.74E+00,1.87E+01,1.82E+01,,
391,1.80E+00,1.86E+01,1.83E+01,,
392,1.74E+00,1.86E+01,1.83E+01,,
393,1.78E+00,1.87E+01,1.84E+01,,
394,1.74E+00,1.87E+01,1.84E+01,,
395,1.80E+00,1.86E+01,1.82E+01,,
396,1.74E+00,1.87E+01,1.83E+01,,
397,1.80E+00,1.86E+01,1.82E+01,,
398,1.74E+00,1.86E+01,1.83E+01,,
399,1.80E+00,1.85E+01,1.82E+01,,
400,1.74E+00,1.85E+01,1.81E+01,,
401,1.78E+00,1.87E+01,1.83E+01,,
402,1.74E+00,1.85E+01,1.82E+01,,
403,1.78E+00,1.86E+01,1.83E+01,,
404,1.74E+00,1.85E+01,1.81E+01,,
405,1.80E+00,1.86E+01,1.83E+01,,
406,1.74E+00,1.86E+01,1.82E+01,,
407,1.78E+00,1.85E+01,1.83E+01,,
408,1.72E+00,1.84E+01,1.81E+01,,
409,1.78E+00,1.86E+01,1.82E+01,,
410,1.76E+00,1.85E+01,1.82E+01,,
411,1.72E+00,1.84E+01,1.81E+01,,
412,1.74E+00,1.86E+01,1.81E+01,,
413,1.80E+00,1.84E+01,1.83E+01,,
414,1.74E+00,1.85E+01,1.82E+01,,
415,1.78E+00,1.84E+01,1.81E+01,,
416,1.80E+00,1.85E+01,1.81E+01,,
417,1.74E+00,1.84E+01,1.82E+01,,
418,1.76E+00,1.85E+01,1.82E+01,,
419,1.72E+00,1.84E+01,1.81E+01,,
420,1.78E+00,1.83E+01,1.82E+01,,
421,1.72E+00,1.85E+01,1.80E+01,,
422,1.74E+00,1.85E+01,1.82E+01,,
423,1.80E+00,1.83E+01,1.80E+01,,
424,1.74E+00,1.83E+01,1.81E+01,,
425,1.76E+00,1.85E+01,1.80E+01,,
426,1.12E+00,2.04E+01,2.01E+01,,
427,2.22E+00,1.53E+01,1.50E+01,,
428,1.62E+00,1.72E+01,1.92E+01,,
429,1.84E+00,1.89E+01,1.78E+01,,
430,1.72E+00,1.87E+01,1.86E+01,,
431,1.80E+00,1.82E+01,1.82E+01,,
432,1.74E+00,1.84E+01,1.85E+01,,
433,1.80E+00,1.82E+01,1.83E+01,,
434,1.76E+00,1.84E+01,1.83E+01,,
435,1.72E+00,1.82E+01,1.85E+01,,
436,1.76E+00,1.83E+01,1.83E+01,,
437,1.74E+00,1.82E+01,1.85E+01,,
438,1.76E+00,1.81E+01,1.84E+01,,
439,1.74E+00,1.83E+01,1.85E+01,,
440,1.76E+00,1.81E+01,1.85E+01,,
441,1.74E+00,1.83E+01,1.86E+01,,
442,2.38E+00,2.04E+01,1.50E+01,,
443,8.20E-01,1.53E+01,2.01E+01,,
444,2.40E+00,2.04E+01,1.53E+01,,
445,1.56E+00,1.54E+01,2.01E+01,,
446,1.70E+00,1.77E+01,1.81E+01,,
447,1.80E+00,1.87E+01,1.94E+01,,
448,1.72E+00,1.76E+01,1.62E+01,,
449,1.82E+00,1.90E+01,2.01E+01,,
450,1.72E+00,1.89E+01,1.92E+01,,
451,1.80E+00,1.80E+01,1.78E+01,,
452,1.74E+00,1.84E+01,1.82E+01,,
453,1.80E+00,1.82E+01,1.85E+01,,
454,1.74E+00,1.83E+01,1.83E+01,,
455,1.80E+00,1.85E+01,1.85E+01,,
456,1.74E+00,1.85E+01,1.84E+01,,
457,1.76E+00,1.86E+01,1.86E+01,,
458,1.74E+00,1.85E+01,1.86E+01,,
459,1.78E+00,1.87E+01,1.85E+01,,
460,1.74E+00,1.87E+01,1.86E+01,,
461,1.80E+00,1.86E+01,1.85E+01,,
462,1.80E+00,1.87E+01,1.86E+01,,
463,1.74E+00,1.86E+01,1.84E+01,,
464,1.82E+00,1.88E+01,1.87E+01,,
465,1.68E+00,1.73E+01,1.74E+01,,
466,1.72E+00,1.77E+01,1.75E+01,,
467,1.84E+00,1.95E+01,1.89E+01,,
468,1.74E+00,1.88E+01,1.83E+01,,
469,1.80E+00,1.86E+01,1.81E+01,,
470,1.74E+00,1.85E+01,1.81E+01,,
471,1.80E+00,1.87E+01,1.83E+01,,
472,1.74E+00,1.86E+01,1.82E+01,,
473,1.80E+00,1.87E+01,1.84E+01,,
474,1.74E+00,1.86E+01,1.82E+01,,
475,1.80E+00,1.88E+01,1.84E+01,,
476,1.74E+00,1.86E+01,1.84E+01,,
477,1.78E+00,1.87E+01,1.83E+01,,
478,1.74E+00,1.87E+01,1.83E+01,,
479,1.80E+00,1.85E+01,1.84E+01,,
480,1.74E+00,1.85E+01,1.83E+01,,
481,1.80E+00,1.86E+01,1.82E+01,,
482,1.78E+00,1.85E+01,1.83E+01,,
483,1.74E+00,1.86E+01,1.82E+01,,
484,1.80E+00,1.86E+01,1.81E+01,,
485,1.74E+00,1.85E+01,1.83E+01,,
486,1.74E+00,1.85E+01,1.83E+01,,
487,1.80E+00,1.86E+01,1.82E+01,,
488,1.80E+00,1.85E+01,1.83E+01,,
489,1.74E+00,1.86E+01,1.82E+01,,
490,1.76E+00,1.85E+01,1.82E+01,,
491,1.74E+00,1.84E+01,1.81E+01,,
492,1.74E+00,1.86E+01,1.82E+01,,
493,1.80E+00,1.84E+01,1.81E+01,,
494,1.74E+00,1.85E+01,1.82E+01,,
495,1.80E+00,1.84E+01,1.81E+01,,
496,1.74E+00,1.84E+01,1.83E+01,,
497,1.80E+00,1.85E+01,1.81E+01,,
498,1.78E+00,1.83E+01,1.81E+01,,
499,1.74E+00,1.85E+01,1.81E+01,,
500,1.74E+00,1.83E+01,1.82E+01,,
501,1.80E+00,1.85E+01,1.81E+01,,
502,1.74E+00,1.85E+01,1.80E+01,,
503,1.80E+00,1.84E+01,1.81E+01,,
504,1.80E+00,1.84E+01,1.81E+01,,
505,1.74E+00,1.83E+01,1.82E+01,,
506,1.74E+00,1.84E+01,1.82E+01,,
507,1.78E+00,1.83E+01,1.80E+01,,
508,1.12E+00,2.04E+01,2.01E+01,,
509,2.18E+00,1.53E+01,1.50E+01,,
510,1.62E+00,1.72E+01,1.93E+01,,
511,1.86E+00,1.91E+01,1.79E+01,,
512,1.74E+00,1.86E+01,1.87E+01,,
513,1.80E+00,1.82E+01,1.83E+01,,
514,1.74E+00,1.84E+01,1.85E+01,,
515,1.78E+00,1.82E+01,1.83E+01,,
516,1.74E+00,1.83E+01,1.85E+01,,
517,1.78E+00,1.82E+01,1.83E+01,,
518,1.74E+00,1.83E+01,1.85E+01,,
519,1.80E+00,1.82E+01,1.84E+01,,
520,1.74E+00,1.83E+01,1.85E+01,,
521,1.78E+00,1.82E+01,1.84E+01,,
522,1.74E+00,1.82E+01,1.85E+01,,
523,1.76E+00,1.81E+01,1.86E+01,,
524,2.28E+00,2.04E+01,1.50E+01,,
525,8.20E-01,1.53E+01,2.01E+01,,
526,1.48E+00,2.04E+01,2.01E+01,,
527,2.40E+00,1.53E+01,1.52E+01,,
528,1.68E+00,1.77E+01,1.80E+01,,
529,1.82E+00,1.87E+01,1.94E+01,,
530,1.82E+00,1.75E+01,1.61E+01,,
531,1.72E+00,1.87E+01,2.01E+01,,
532,1.74E+00,1.89E+01,1.96E+01,,
533,1.80E+00,1.81E+01,1.78E+01,,
534,1.74E+00,1.83E+01,1.82E+01,,
535,1.80E+00,1.84E+01,1.84E+01,,
536,1.74E+00,1.83E+01,1.84E+01,,
537,1.78E+00,1.85E+01,1.85E+01,,
538,1.74E+00,1.85E+01,1.84E+01,,
539,1.78E+00,1.86E+01,1.86E+01,,
540,1.74E+00,1.85E+01,1.85E+01,,
541,1.80E+00,1.87E+01,1.86E+01,,
542,1.80E+00,1.87E+01,1.86E+01,,
543,1.74E+00,1.86E+01,1.85E+01,,
544,1.80E+00,1.86E+01,1.85E+01,,
545,1.74E+00,1.88E+01,1.84E+01,,
546,1.80E+00,1.88E+01,1.85E+01,,
547,1.72E+00,1.80E+01,1.81E+01,,
548,1.68E+00,1.73E+01,1.74E+01,,
549,1.84E+00,1.95E+01,1.89E+01,,
550,1.80E+00,1.89E+01,1.83E+01,,
551,1.74E+00,1.85E+01,1.81E+01,,
552,1.74E+00,1.85E+01,1.81E+01,,
553,1.80E+00,1.87E+01,1.83E+01,,
554,1.74E+00,1.86E+01,1.83E+01,,
555,1.80E+00,1.87E+01,1.82E+01,,
556,1.74E+00,1.88E+01,1.83E+01,,
