X,CH1,CH2,CH3,Start,Increment
557,1.78E+00,1.70E+01,1.81E+01,,
558,1.74E+00,1.71E+01,1.75E+01,,
559,1.78E+00,1.73E+01,1.78E+01,,
560,1.76E+00,1.73E+01,1.76E+01,,
561,1.70E+00,1.72E+01,1.77E+01,,
562,1.74E+00,1.72E+01,1.76E+01,,
563,1.78E+00,1.73E+01,1.77E+01,,
564,1.74E+00,1.73E+01,1.76E+01,,
565,1.78E+00,1.74E+01,1.78E+01,,
566,1.78E+00,1.69E+01,1.56E+01,,
567,1.70E+00,1.75E+01,1.84E+01,,
568,1.78E+00,1.71E+01,1.89E+01,,
569,1.70E+00,1.77E+01,1.68E+01,,
570,1.74E+00,1.73E+01,1.76E+01,,
571,1.78E+00,1.75E+01,1.74E+01,,
572,1.74E+00,1.74E+01,1.74E+01,,
573,1.76E+00,1.75E+01,1.75E+01,,
574,1.74E+00,1.74E+01,1.75E+01,,
575,1.78E+00,1.76E+01,1.76E+01,,
576,1.78E+00,1.75E+01,1.76E+01,,
577,1.74E+00,1.76E+01,1.74E+01,,
578,1.74E+00,1.75E+01,1.76E+01,,
579,1.78E+00,1.77E+01,1.75E+01,,
580,1.74E+00,1.76E+01,1.76E+01,,
581,1.78E+00,1.77E+01,1.74E+01,,
582,1.74E+00,1.78E+01,1.74E+01,,
583,1.78E+00,1.77E+01,1.75E+01,,
584,1.68E+00,1.67E+01,1.67E+01,,
585,1.82E+00,1.82E+01,1.78E+01,,
586,1.74E+00,1.78E+01,1.72E+01,,
587,1.78E+00,1.75E+01,1.73E+01,,
588,1.78E+00,1.76E+01,1.72E+01,,
589,1.74E+00,1.75E+01,1.73E+01,,
590,1.74E+00,1.75E+01,1.72E+01,,
591,1.78E+00,1.77E+01,1.73E+01,,
592,1.74E+00,1.75E+01,1.72E+01,,
593,1.78E+00,1.77E+01,1.74E+01,,
594,1.74E+00,1.75E+01,1.72E+01,,
595,1.78E+00,1.77E+01,1.74E+01,,
596,1.74E+00,1.76E+01,1.73E+01,,
597,1.78E+00,1.75E+01,1.72E+01,,
598,1.74E+00,1.75E+01,1.72E+01,,
599,1.78E+00,1.76E+01,1.71E+01,,
600,1.74E+00,1.75E+01,1.72E+01,,
601,1.78E+00,1.74E+01,1.71E+01,,
602,1.74E+00,1.75E+01,1.71E+01,,
603,1.76E+00,1.74E+01,1.73E+01,,
604,1.74E+00,1.74E+01,1.72E+01,,
605,1.78E+00,1.75E+01,1.71E+01,,
606,1.74E+00,1.75E+01,1.71E+01,,
607,1.78E+00,1.74E+01,1.72E+01,,
608,1.74E+00,1.74E+01,1.72E+01,,
609,1.78E+00,1.73E+01,1.70E+01,,
610,1.74E+00,1.74E+01,1.71E+01,,
611,1.78E+00,1.73E+01,1.72E+01,,
612,1.78E+00,1.74E+01,1.71E+01,,
613,1.74E+00,1.73E+01,1.70E+01,,
614,1.78E+00,1.72E+01,1.70E+01,,
615,1.74E+00,1.74E+01,1.71E+01,,
616,1.74E+00,1.74E+01,1.71E+01,,
617,1.78E+00,1.72E+01,1.69E+01,,
618,2.04E+00,1.45E+01,1.89E+01,,
619,1.22E+00,1.96E+01,1.38E+01,,
620,1.70E+00,1.77E+01,1.78E+01,,
621,1.82E+00,1.69E+01,1.69E+01,,
622,1.78E+00,1.74E+01,1.75E+01,,
623,1.74E+00,1.71E+01,1.73E+01,,
624,1.78E+00,1.71E+01,1.72E+01,,
625,1.74E+00,1.73E+01,1.74E+01,,
626,1.78E+00,1.71E+01,1.72E+01,,
627,1.72E+00,1.72E+01,1.74E+01,,
628,1.74E+00,1.72E+01,1.74E+01,,
629,1.78E+00,1.71E+01,1.73E+01,,
630,1.74E+00,1.70E+01,1.74E+01,,
631,1.78E+00,1.72E+01,1.74E+01,,
632,1.74E+00,1.70E+01,1.74E+01,,
633,1.76E+00,1.71E+01,1.75E+01,,
634,8.60E-01,1.96E+01,1.38E+01,,
635,2.30E+00,1.45E+01,1.89E+01,,
636,1.56E+00,1.45E+01,1.49E+01,,
637,1.84E+00,1.84E+01,1.89E+01,,
638,1.78E+00,1.75E+01,1.74E+01,,
639,1.70E+00,1.70E+01,1.81E+01,,
640,1.74E+00,1.73E+01,1.75E+01,,
641,1.78E+00,1.71E+01,1.78E+01,,
642,1.74E+00,1.72E+01,1.78E+01,,
643,1.78E+00,1.73E+01,1.76E+01,,
644,1.74E+00,1.73E+01,1.76E+01,,
645,1.76E+00,1.72E+01,1.77E+01,,
646,1.74E+00,1.73E+01,1.77E+01,,
647,1.78E+00,1.74E+01,1.78E+01,,
648,1.78E+00,1.75E+01,1.54E+01,,
649,1.70E+00,1.69E+01,1.85E+01,,
650,1.78E+00,1.73E+01,1.89E+01,,
651,1.74E+00,1.77E+01,1.68E+01,,
652,1.74E+00,1.75E+01,1.73E+01,,
653,1.78E+00,1.73E+01,1.76E+01,,
654,1.74E+00,1.75E+01,1.74E+01,,
655,1.78E+00,1.74E+01,1.76E+01,,
656,1.74E+00,1.75E+01,1.74E+01,,
657,1.78E+00,1.76E+01,1.76E+01,,
658,1.74E+00,1.75E+01,1.76E+01,,
659,1.78E+00,1.77E+01,1.75E+01,,
660,1.74E+00,1.76E+01,1.77E+01,,
661,1.78E+00,1.77E+01,1.74E+01,,
662,1.74E+00,1.76E+01,1.76E+01,,
663,1.78E+00,1.77E+01,1.74E+01,,
664,1.74E+00,1.77E+01,1.75E+01,,
665,1.78E+00,1.78E+01,1.74E+01,,
666,1.70E+00,1.66E+01,1.67E+01,,
667,1.82E+00,1.82E+01,1.79E+01,,
668,1.78E+00,1.78E+01,1.71E+01,,
669,1.74E+00,1.75E+01,1.73E+01,,
670,1.74E+00,1.75E+01,1.73E+01,,
671,1.78E+00,1.77E+01,1.71E+01,,
672,1.78E+00,1.76E+01,1.73E+01,,
673,1.74E+00,1.76E+01,1.72E+01,,
674,1.74E+00,1.76E+01,1.74E+01,,
675,1.78E+00,1.77E+01,1.72E+01,,
676,1.70E+00,1.75E+01,1.74E+01,,
677,1.78E+00,1.76E+01,1.72E+01,,
678,1.74E+00,1.76E+01,1.73E+01,,
679,1.78E+00,1.75E+01,1.72E+01,,
680,1.74E+00,1.76E+01,1.73E+01,,
681,1.76E+00,1.75E+01,1.72E+01,,
682,1.74E+00,1.76E+01,1.71E+01,,
683,1.76E+00,1.74E+01,1.72E+01,,
684,1.74E+00,1.74E+01,1.73E+01,,
685,1.78E+00,1.75E+01,1.71E+01,,
686,1.74E+00,1.74E+01,1.71E+01,,
687,1.78E+00,1.75E+01,1.72E+01,,
688,1.74E+00,1.75E+01,1.72E+01,,
689,1.78E+00,1.74E+01,1.71E+01,,
690,1.74E+00,1.74E+01,1.72E+01,,
691,1.78E+00,1.73E+01,1.71E+01,,
692,1.78E+00,1.73E+01,1.71E+01,,
693,1.72E+00,1.74E+01,1.72E+01,,
694,1.74E+00,1.74E+01,1.71E+01,,
695,1.76E+00,1.73E+01,1.70E+01,,
696,1.76E+00,1.74E+01,1.71E+01,,
697,1.72E+00,1.73E+01,1.70E+01,,
698,1.76E+00,1.73E+01,1.69E+01,,
699,1.68E+00,1.93E+01,1.89E+01,,
700,2.08E+00,1.45E+01,1.38E+01,,
701,1.22E+00,1.96E+01,1.89E+01,,
702,1.80E+00,1.77E+01,1.78E+01,,
703,1.70E+00,1.69E+01,1.69E+01,,
704,1.72E+00,1.73E+01,1.74E+01,,
705,1.78E+00,1.71E+01,1.72E+01,,
706,1.76E+00,1.73E+01,1.74E+01,,
707,1.74E+00,1.71E+01,1.72E+01,,
708,1.74E+00,1.71E+01,1.73E+01,,
709,1.78E+00,1.72E+01,1.74E+01,,
710,1.74E+00,1.72E+01,1.73E+01,,
711,1.76E+00,1.70E+01,1.74E+01,,
712,1.76E+00,1.71E+01,1.74E+01,,
713,1.70E+00,1.70E+01,1.74E+01,,
714,1.76E+00,1.70E+01,1.74E+01,,
715,1.70E+00,1.71E+01,1.76E+01,,
716,2.32E+00,1.96E+01,1.38E+01,,
717,9.00E-01,1.45E+01,1.89E+01,,
718,1.56E+00,1.46E+01,1.56E+01,,
719,1.84E+00,1.84E+01,1.89E+01,,
720,1.78E+00,1.75E+01,1.81E+01,,
721,1.72E+00,1.70E+01,1.74E+01,,
722,1.74E+00,1.71E+01,1.78E+01,,
723,1.78E+00,1.73E+01,1.76E+01,,
724,1.74E+00,1.73E+01,1.76E+01,,
725,1.78E+00,1.72E+01,1.78E+01,,
726,1.72E+00,1.72E+01,1.76E+01,,
727,1.76E+00,1.74E+01,1.77E+01,,
728,1.74E+00,1.73E+01,1.77E+01,,
729,1.78E+00,1.75E+01,1.78E+01,,
730,1.70E+00,1.74E+01,1.55E+01,,
731,1.80E+00,1.69E+01,1.89E+01,,
732,1.78E+00,1.77E+01,1.89E+01,,
733,1.72E+00,1.73E+01,1.68E+01,,
734,1.74E+00,1.73E+01,1.73E+01,,
735,1.78E+00,1.75E+01,1.75E+01,,
736,1.76E+00,1.74E+01,1.74E+01,,
737,1.74E+00,1.75E+01,1.75E+01,,
738,1.74E+00,1.75E+01,1.75E+01,,
739,1.78E+00,1.76E+01,1.76E+01,,
740,1.76E+00,1.75E+01,1.76E+01,,
741,1.74E+00,1.76E+01,1.75E+01,,
742,1.74E+00,1.76E+01,1.76E+01,,
743,1.78E+00,1.77E+01,1.74E+01,,
744,1.74E+00,1.76E+01,1.75E+01,,
745,1.78E+00,1.78E+01,1.74E+01,,
746,1.74E+00,1.78E+01,1.75E+01,,
747,1.78E+00,1.75E+01,1.73E+01,,
748,1.68E+00,1.66E+01,1.68E+01,,
749,1.80E+00,1.82E+01,1.78E+01,,
750,1.78E+00,1.77E+01,1.74E+01,,
751,1.74E+00,1.75E+01,1.71E+01,,
752,1.78E+00,1.75E+01,1.71E+01,,
753,1.74E+00,1.77E+01,1.73E+01,,
754,1.74E+00,1.76E+01,1.72E+01,,
755,1.78E+00,1.77E+01,1.73E+01,,
756,1.78E+00,1.77E+01,1.72E+01,,
757,1.74E+00,1.75E+01,1.73E+01,,
758,1.74E+00,1.76E+01,1.74E+01,,
759,1.78E+00,1.75E+01,1.72E+01,,
760,1.78E+00,1.77E+01,1.74E+01,,
761,1.74E+00,1.75E+01,1.72E+01,,
762,1.74E+00,1.76E+01,1.73E+01,,
763,1.78E+00,1.75E+01,1.72E+01,,
764,1.74E+00,1.76E+01,1.73E+01,,
765,1.78E+00,1.74E+01,1.71E+01,,
766,1.74E+00,1.76E+01,1.71E+01,,
767,1.78E+00,1.74E+01,1.72E+01,,
768,1.78E+00,1.75E+01,1.71E+01,,
769,1.74E+00,1.74E+01,1.73E+01,,
770,1.74E+00,1.75E+01,1.72E+01,,
771,1.78E+00,1.74E+01,1.71E+01,,
772,1.74E+00,1.75E+01,1.72E+01,,
773,1.78E+00,1.74E+01,1.71E+01,,
774,1.78E+00,1.74E+01,1.71E+01,,
775,1.74E+00,1.74E+01,1.72E+01,,
776,1.78E+00,1.74E+01,1.72E+01,,
777,1.74E+00,1.73E+01,1.70E+01,,
778,1.74E+00,1.74E+01,1.70E+01,,
779,1.78E+00,1.73E+01,1.72E+01,,
780,1.62E+00,1.93E+01,1.89E+01,,
781,1.92E+00,1.45E+01,1.55E+01,,
782,1.26E+00,1.45E+01,1.38E+01,,
783,2.08E+00,1.96E+01,1.89E+01,,
784,1.82E+00,1.76E+01,1.77E+01,,
785,1.70E+00,1.68E+01,1.70E+01,,
786,1.78E+00,1.73E+01,1.74E+01,,
787,1.74E+00,1.71E+01,1.72E+01,,
788,1.74E+00,1.73E+01,1.73E+01,,
789,1.78E+00,1.71E+01,1.74E+01,,
790,1.78E+00,1.71E+01,1.74E+01,,
791,1.74E+00,1.72E+01,1.73E+01,,
792,1.74E+00,1.72E+01,1.73E+01,,
793,1.78E+00,1.71E+01,1.74E+01,,
794,1.74E+00,1.72E+01,1.75E+01,,
795,1.78E+00,1.71E+01,1.74E+01,,
796,1.74E+00,1.72E+01,1.75E+01,,
797,1.78E+00,1.70E+01,1.74E+01,,
798,8.60E-01,1.96E+01,1.38E+01,,
799,2.26E+00,1.45E+01,1.89E+01,,
800,1.62E+00,1.55E+01,1.62E+01,,
801,1.84E+00,1.84E+01,1.89E+01,,
802,1.74E+00,1.75E+01,1.74E+01,,
803,1.78E+00,1.70E+01,1.81E+01,,
804,1.74E+00,1.72E+01,1.75E+01,,
805,1.78E+00,1.73E+01,1.78E+01,,
806,1.78E+00,1.72E+01,1.77E+01,,
807,1.74E+00,1.73E+01,1.76E+01,,
808,1.74E+00,1.73E+01,1.76E+01,,
809,1.78E+00,1.73E+01,1.77E+01,,
810,1.78E+00,1.73E+01,1.76E+01,,
811,1.74E+00,1.74E+01,1.78E+01,,
812,1.74E+00,1.69E+01,1.56E+01,,
813,1.78E+00,1.76E+01,1.89E+01,,
814,1.74E+00,1.78E+01,1.89E+01,,
815,1.78E+00,1.73E+01,1.69E+01,,
816,1.74E+00,1.73E+01,1.73E+01,,
817,1.78E+00,1.75E+01,1.75E+01,,
818,1.78E+00,1.74E+01,1.76E+01,,
819,1.74E+00,1.75E+01,1.74E+01,,
820,1.74E+00,1.75E+01,1.75E+01,,
821,1.78E+00,1.76E+01,1.76E+01,,
822,1.74E+00,1.75E+01,1.75E+01,,
823,1.78E+00,1.76E+01,1.76E+01,,
824,1.78E+00,1.77E+01,1.75E+01,,
825,1.74E+00,1.76E+01,1.75E+01,,
826,1.78E+00,1.76E+01,1.75E+01,,
827,1.74E+00,1.77E+01,1.74E+01,,
828,1.78E+00,1.78E+01,1.75E+01,,
829,1.70E+00,1.74E+01,1.72E+01,,
830,1.68E+00,1.66E+01,1.67E+01,,
831,1.80E+00,1.82E+01,1.77E+01,,
832,1.78E+00,1.78E+01,1.74E+01,,
833,1.74E+00,1.75E+01,1.71E+01,,
834,1.74E+00,1.75E+01,1.71E+01,,
835,1.78E+00,1.77E+01,1.73E+01,,
836,1.74E+00,1.77E+01,1.72E+01,,
837,1.78E+00,1.76E+01,1.74E+01,,
838,1.74E+00,1.76E+01,1.72E+01,,
839,1.78E+00,1.75E+01,1.74E+01,,
840,1.78E+00,1.76E+01,1.73E+01,,
841,1.74E+00,1.75E+01,1.72E+01,,
842,1.74E+00,1.75E+01,1.73E+01,,
843,1.78E+00,1.76E+01,1.72E+01,,
844,1.74E+00,1.76E+01,1.73E+01,,
845,1.78E+00,1.74E+01,1.71E+01,,
846,1.78E+00,1.74E+01,1.71E+01,,
847,1.74E+00,1.75E+01,1.73E+01,,
848,1.78E+00,1.75E+01,1.71E+01,,
849,1.74E+00,1.74E+01,1.72E+01,,
850,1.74E+00,1.75E+01,1.71E+01,,
851,1.78E+00,1.74E+01,1.73E+01,,
852,1.74E+00,1.75E+01,1.72E+01,,
853,1.78E+00,1.73E+01,1.71E+01,,
854,1.74E+00,1.75E+01,1.72E+01,,
855,1.78E+00,1.73E+01,1.70E+01,,
856,1.74E+00,1.74E+01,1.70E+01,,
857,1.78E+00,1.73E+01,1.72E+01,,
858,1.78E+00,1.74E+01,1.70E+01,,
859,1.74E+00,1.73E+01,1.71E+01,,
860,1.74E+00,1.74E+01,1.71E+01,,
861,1.78E+00,1.73E+01,1.70E+01,,
862,2.04E+00,1.92E+01,1.89E+01,,
863,1.30E+00,1.45E+01,1.38E+01,,
864,1.26E+00,1.45E+01,1.38E+01,,
865,2.08E+00,1.96E+01,1.89E+01,,
866,1.80E+00,1.76E+01,1.77E+01,,
867,1.70E+00,1.68E+01,1.69E+01,,
868,1.74E+00,1.74E+01,1.74E+01,,
869,1.78E+00,1.71E+01,1.72E+01,,
870,1.74E+00,1.71E+01,1.73E+01,,
871,1.78E+00,1.72E+01,1.74E+01,,
872,1.74E+00,1.72E+01,1.73E+01,,
873,1.78E+00,1.71E+01,1.74E+01,,
874,1.74E+00,1.72E+01,1.73E+01,,
875,1.78E+00,1.71E+01,1.74E+01,,
876,1.74E+00,1.70E+01,1.74E+01,,
877,1.78E+00,1.72E+01,1.75E+01,,
878,1.74E+00,1.70E+01,1.74E+01,,
879,1.78E+00,1.71E+01,1.76E+01,,
880,8.40E-01,1.96E+01,1.38E+01,,
881,2.30E+00,1.45E+01,1.89E+01,,
882,1.60E+00,1.60E+01,1.70E+01,,
883,1.84E+00,1.85E+01,1.89E+01,,
884,1.74E+00,1.76E+01,1.80E+01,,
885,1.78E+00,1.71E+01,1.74E+01,,
886,1.74E+00,1.73E+01,1.76E+01,,
887,1.78E+00,1.72E+01,1.78E+01,,
888,1.74E+00,1.72E+01,1.77E+01,,
889,1.78E+00,1.74E+01,1.76E+01,,
890,1.74E+00,1.72E+01,1.76E+01,,
891,1.78E+00,1.74E+01,1.78E+01,,
892,1.74E+00,1.73E+01,1.77E+01,,
893,1.78E+00,1.74E+01,1.78E+01,,
894,1.82E+00,1.69E+01,1.57E+01,,
895,1.72E+00,1.76E+01,1.89E+01,,
896,1.74E+00,1.78E+01,1.88E+01,,
897,1.78E+00,1.73E+01,1.68E+01,,
898,1.74E+00,1.73E+01,1.73E+01,,
899,1.78E+00,1.75E+01,1.75E+01,,
900,1.74E+00,1.74E+01,1.74E+01,,
901,1.78E+00,1.75E+01,1.76E+01,,
902,1.78E+00,1.75E+01,1.75E+01,,
903,1.74E+00,1.76E+01,1.76E+01,,
904,1.74E+00,1.75E+01,1.76E+01,,
905,1.78E+00,1.77E+01,1.75E+01,,
906,1.78E+00,1.76E+01,1.76E+01,,
907,1.74E+00,1.77E+01,1.75E+01,,
908,1.78E+00,1.77E+01,1.75E+01,,
909,1.74E+00,1.78E+01,1.74E+01,,
910,1.78E+00,1.78E+01,1.75E+01,,
911,1.70E+00,1.71E+01,1.72E+01,,
912,1.68E+00,1.66E+01,1.67E+01,,
913,1.84E+00,1.82E+01,1.79E+01,,
914,1.78E+00,1.78E+01,1.73E+01,,
915,1.74E+00,1.76E+01,1.71E+01,,
916,1.78E+00,1.75E+01,1.71E+01,,
917,1.74E+00,1.77E+01,1.73E+01,,
918,1.74E+00,1.77E+01,1.73E+01,,
919,1.78E+00,1.76E+01,1.72E+01,,
920,1.78E+00,1.76E+01,1.72E+01,,
921,1.74E+00,1.77E+01,1.74E+01,,
922,1.74E+00,1.75E+01,1.74E+01,,
923,1.78E+00,1.76E+01,1.72E+01,,
924,1.74E+00,1.76E+01,1.73E+01,,
925,1.78E+00,1.75E+01,1.72E+01,,
926,1.74E+00,1.76E+01,1.73E+01,,
927,1.78E+00,1.74E+01,1.72E+01,,
928,1.74E+00,1.76E+01,1.73E+01,,
929,1.78E+00,1.74E+01,1.71E+01,,
930,1.78E+00,1.76E+01,1.71E+01,,
931,1.74E+00,1.74E+01,1.72E+01,,
932,1.78E+00,1.74E+01,1.72E+01,,
933,1.74E+00,1.75E+01,1.72E+01,,
934,1.74E+00,1.74E+01,1.71E+01,,
935,1.78E+00,1.75E+01,1.72E+01,,
936,1.78E+00,1.75E+01,1.72E+01,,
937,1.74E+00,1.73E+01,1.71E+01,,
938,1.78E+00,1.73E+01,1.71E+01,,
939,1.74E+00,1.74E+01,1.72E+01,,
940,1.74E+00,1.74E+01,1.70E+01,,
941,1.78E+00,1.73E+01,1.72E+01,,
942,1.74E+00,1.74E+01,1.71E+01,,
943,1.78E+00,1.73E+01,1.70E+01,,
944,1.26E+00,1.92E+01,1.89E+01,,
945,2.06E+00,1.45E+01,1.38E+01,,
946,1.28E+00,1.45E+01,1.38E+01,,
947,2.08E+00,1.96E+01,1.89E+01,,
948,1.80E+00,1.76E+01,1.77E+01,,
949,1.70E+00,1.68E+01,1.69E+01,,
950,1.74E+00,1.73E+01,1.73E+01,,
951,1.78E+00,1.71E+01,1.74E+01,,
952,1.78E+00,1.73E+01,1.74E+01,,
953,1.74E+00,1.71E+01,1.73E+01,,
954,1.74E+00,1.72E+01,1.73E+01,,
955,1.78E+00,1.71E+01,1.74E+01,,
956,1.74E+00,1.72E+01,1.73E+01,,
957,1.76E+00,1.71E+01,1.74E+01,,
958,1.74E+00,1.70E+01,1.74E+01,,
959,1.78E+00,1.72E+01,1.75E+01,,
960,1.74E+00,1.71E+01,1.75E+01,,
961,1.78E+00,1.70E+01,1.74E+01,,
962,2.28E+00,1.96E+01,1.38E+01,,
963,8.80E-01,1.45E+01,1.89E+01,,
964,1.64E+00,1.64E+01,1.89E+01,,
965,1.84E+00,1.85E+01,1.70E+01,,
966,1.74E+00,1.75E+01,1.74E+01,,
967,1.78E+00,1.70E+01,1.81E+01,,
968,1.74E+00,1.71E+01,1.78E+01,,
969,1.78E+00,1.73E+01,1.75E+01,,
970,1.74E+00,1.72E+01,1.76E+01,,
971,1.78E+00,1.73E+01,1.77E+01,,
972,1.74E+00,1.72E+01,1.76E+01,,
973,1.78E+00,1.74E+01,1.77E+01,,
974,1.74E+00,1.73E+01,1.77E+01,,
975,1.78E+00,1.74E+01,1.78E+01,,
976,1.82E+00,1.69E+01,1.56E+01,,
977,1.72E+00,1.77E+01,1.89E+01,,
978,1.74E+00,1.77E+01,1.83E+01,,
979,1.78E+00,1.73E+01,1.69E+01,,
980,1.78E+00,1.73E+01,1.74E+01,,
981,1.74E+00,1.75E+01,1.75E+01,,
982,1.74E+00,1.74E+01,1.75E+01,,
983,1.78E+00,1.76E+01,1.74E+01,,
984,1.74E+00,1.75E+01,1.74E+01,,
985,1.78E+00,1.76E+01,1.76E+01,,
986,1.74E+00,1.75E+01,1.76E+01,,
987,1.78E+00,1.77E+01,1.75E+01,,
988,1.78E+00,1.75E+01,1.76E+01,,
989,1.74E+00,1.77E+01,1.74E+01,,
990,1.78E+00,1.76E+01,1.75E+01,,
991,1.74E+00,1.77E+01,1.75E+01,,
992,1.78E+00,1.78E+01,1.76E+01,,
993,1.68E+00,1.67E+01,1.68E+01,,
994,1.72E+00,1.71E+01,1.68E+01,,
995,1.82E+00,1.82E+01,1.78E+01,,
996,1.78E+00,1.78E+01,1.73E+01,,
997,1.74E+00,1.75E+01,1.71E+01,,
998,1.74E+00,1.75E+01,1.71E+01,,
999,1.78E+00,1.77E+01,1.73E+01,,
1000,1.78E+00,1.76E+01,1.72E+01,,
1001,1.74E+00,1.77E+01,1.74E+01,,
1002,1.74E+00,1.76E+01,1.73E+01,,
1003,1.78E+00,1.77E+01,1.74E+01,,
1004,1.74E+00,1.75E+01,1.72E+01,,
1005,1.78E+00,1.76E+01,1.73E+01,,
1006,1.74E+00,1.76E+01,1.73E+01,,
1007,1.78E+00,1.74E+01,1.72E+01,,
1008,1.78E+00,1.76E+01,1.73E+01,,
1009,1.74E+00,1.74E+01,1.72E+01,,
1010,1.74E+00,1.75E+01,1.73E+01,,
1011,1.78E+00,1.74E+01,1.71E+01,,
1012,1.74E+00,1.75E+01,1.73E+01,,
1013,1.78E+00,1.74E+01,1.71E+01,,
1014,1.78E+00,1.75E+01,1.71E+01,,
1015,1.74E+00,1.74E+01,1.73E+01,,
1016,1.74E+00,1.75E+01,1.72E+01,,
1017,1.78E+00,1.74E+01,1.71E+01,,
1018,1.74E+00,1.75E+01,1.71E+01,,
1019,1.78E+00,1.74E+01,1.72E+01,,
1020,1.78E+00,1.74E+01,1.71E+01,,
1021,1.74E+00,1.73E+01,1.71E+01,,
1022,1.76E+00,1.74E+01,1.71E+01,,
1023,1.74E+00,1.73E+01,1.70E+01,,
1024,1.74E+00,1.74E+01,1.72E+01,,
1025,1.78E+00,1.73E+01,1.70E+01,,
1026,2.04E+00,1.93E+01,1.89E+01,,
1027,1.22E+00,1.45E+01,1.38E+01,,
1028,1.36E+00,1.45E+01,1.38E+01,,
1029,2.08E+00,1.96E+01,1.89E+01,,
1030,1.80E+00,1.77E+01,1.78E+01,,
1031,1.70E+00,1.68E+01,1.69E+01,,
1032,1.74E+00,1.73E+01,1.73E+01,,
1033,1.78E+00,1.72E+01,1.74E+01,,
1034,1.74E+00,1.73E+01,1.74E+01,,
1035,1.78E+00,1.71E+01,1.72E+01,,
1036,1.74E+00,1.72E+01,1.73E+01,,
1037,1.76E+00,1.71E+01,1.74E+01,,
1038,1.76E+00,1.71E+01,1.73E+01,,
1039,1.74E+00,1.72E+01,1.75E+01,,
1040,1.74E+00,1.72E+01,1.74E+01,,
1041,1.76E+00,1.70E+01,1.75E+01,,
1042,1.74E+00,1.72E+01,1.75E+01,,
1043,1.78E+00,1.70E+01,1.73E+01,,
1044,2.34E+00,1.96E+01,1.38E+01,,
1045,8.80E-01,1.45E+01,1.89E+01,,
1046,1.64E+00,1.84E+01,1.89E+01,,
1047,1.84E+00,1.65E+01,1.70E+01,,
1048,1.78E+00,1.75E+01,1.75E+01,,
1049,1.72E+00,1.70E+01,1.81E+01,,
1050,1.70E+00,1.73E+01,1.78E+01,,
1051,1.78E+00,1.72E+01,1.76E+01,,
1052,1.74E+00,1.73E+01,1.76E+01,,
1053,1.78E+00,1.74E+01,1.77E+01,,
1054,1.76E+00,1.73E+01,1.76E+01,,
1055,1.74E+00,1.74E+01,1.77E+01,,
1056,1.74E+00,1.73E+01,1.77E+01,,
1057,1.78E+00,1.74E+01,1.78E+01,,
1058,1.74E+00,1.69E+01,1.56E+01,,
1059,1.78E+00,1.77E+01,1.89E+01,,
1060,1.78E+00,1.78E+01,1.83E+01,,
1061,1.74E+00,1.72E+01,1.69E+01,,
1062,1.74E+00,1.75E+01,1.73E+01,,
1063,1.78E+00,1.73E+01,1.76E+01,,
1064,1.74E+00,1.74E+01,1.76E+01,,
1065,1.78E+00,1.75E+01,1.74E+01,,
1066,1.74E+00,1.75E+01,1.75E+01,,
1067,1.76E+00,1.76E+01,1.76E+01,,
1068,1.74E+00,1.75E+01,1.75E+01,,
1069,1.76E+00,1.76E+01,1.76E+01,,
1070,1.74E+00,1.76E+01,1.76E+01,,
1071,1.78E+00,1.77E+01,1.74E+01,,
1072,1.74E+00,1.77E+01,1.75E+01,,
1073,1.78E+00,1.77E+01,1.75E+01,,
1074,1.78E+00,1.78E+01,1.75E+01,,
1075,1.68E+00,1.67E+01,1.67E+01,,
1076,1.70E+00,1.71E+01,1.68E+01,,
1077,1.82E+00,1.82E+01,1.79E+01,,
1078,1.78E+00,1.78E+01,1.73E+01,,
1079,1.74E+00,1.76E+01,1.71E+01,,
1080,1.78E+00,1.75E+01,1.73E+01,,
1081,1.74E+00,1.76E+01,1.71E+01,,
1082,1.74E+00,1.76E+01,1.72E+01,,
1083,1.78E+00,1.76E+01,1.73E+01,,
1084,1.74E+00,1.77E+01,1.73E+01,,
1085,1.78E+00,1.75E+01,1.74E+01,,
1086,1.74E+00,1.75E+01,1.73E+01,,
1087,1.76E+00,1.76E+01,1.74E+01,,
1088,1.74E+00,1.76E+01,1.73E+01,,
1089,1.78E+00,1.75E+01,1.72E+01,,
1090,1.78E+00,1.76E+01,1.73E+01,,
1091,1.74E+00,1.75E+01,1.71E+01,,
1092,1.74E+00,1.76E+01,1.72E+01,,
1093,1.76E+00,1.74E+01,1.71E+01,,
1094,1.74E+00,1.75E+01,1.72E+01,,
1095,1.78E+00,1.74E+01,1.71E+01,,
1096,1.74E+00,1.74E+01,1.71E+01,,
1097,1.78E+00,1.75E+01,1.72E+01,,
1098,1.78E+00,1.75E+01,1.72E+01,,
1099,1.74E+00,1.74E+01,1.71E+01,,
1100,1.70E+00,1.74E+01,1.72E+01,,
1101,1.78E+00,1.73E+01,1.70E+01,,
1102,1.74E+00,1.74E+01,1.70E+01,,
1103,1.78E+00,1.73E+01,1.72E+01,,
1104,1.74E+00,1.74E+01,1.70E+01,,
1105,1.76E+00,1.73E+01,1.72E+01,,
1106,1.74E+00,1.74E+01,1.71E+01,,
1107,1.78E+00,1.73E+01,1.70E+01,,
1108,2.06E+00,1.90E+01,1.89E+01,,
1109,1.26E+00,1.45E+01,1.38E+01,,
1110,1.26E+00,1.45E+01,1.38E+01,,
